title,url,file_name
African Review,http://www.africanreview.com/,20190515182401536016.dat
PureVPN Exclusive Discount Offer,https://www.vpnranks.com/visit-provider/purevpn,20190515185152024785.dat
Insight News | FIPP,http://www.fipp.com/news/insightnews,20190515183919071425.dat
SautiTech Staff, Author at SautiTech,https://www.sautitech.com/author/ian-opio/,20190515184802191430.dat
poa! Internet to expand coverage in Kenya – SautiTech,https://www.sautitech.com/telecom/poa-internet-expand-2/,20190515185858670014.dat
impact Investing Archives - altAfrica,https://www.altafrica.com/category/impact-investing/,20190515181958925065.dat
divestment Archives - altAfrica,https://www.altafrica.com/category/divestment/,20190515183907760723.dat
IFC mulls $37.5mn senior loan for Mauritius' Bank One,https://www.altafrica.com/ifc-mulls-37-5mn-senior-loan/,20190515182856448141.dat
impact investing - altAfrica,https://www.altafrica.com/impact-investing/,20190515184828601028.dat
Glass manufacturing co. plans $50mn investment - altAfrica,https://www.altafrica.com/glass-manufacturing-co-plans-50mn-investment/,20190515184338601074.dat
Investment news on natural resources across Africa,https://www.altafrica.com/natural-resources/,20190515182029979756.dat
DOB Equity backs Jibu to expand franchise - altAfrica,https://www.altafrica.com/dob-equity-backs-jibu-to-expand-franchise/,20190515184449122896.dat
Techative – We tech a great deal,http://techativeng.com/author/kelakejeh/,20190520151252083965.dat
Fintech Company Nav Raises $25M in Series B Funding |FinSMEs,http://www.finsmes.com/2016/09/fintech-company-nav-raises-25m-in-series-b-funding.html,20190520145536031132.dat
Bruhadeeswaran R | VCCircle,https://www.vccircle.com/author/bruhadeeswaran-r,20190515185448694641.dat
SautiTech – Technology Out Loud,https://www.sautitech.com/,20190515182257560437.dat
DFI Archives - altAfrica,https://www.altafrica.com/category/dfi/,20190515185150329578.dat
Dr. Alice Mweetwa scores top post at RUFORUM – SautiTech,https://www.sautitech.com/tech/alice-mweetwa-joins-ruforum/,20190515184307017441.dat
Digital – SautiTech,https://www.sautitech.com/./digital/,20190515181834826119.dat
Telecom – SautiTech,https://www.sautitech.com/./telecom/,20190515183959405107.dat
m&a - altAfrica,https://www.altafrica.com/ma/,20190515181853286706.dat
May 2019 – SautiTech,https://www.sautitech.com/2019/05/,20190515184153779815.dat
financial services - altAfrica,https://www.altafrica.com/financial-services/,20190515185350518775.dat
Telecom – SautiTech,https://www.sautitech.com/telecom/,20190515182105888485.dat
MTN Uganda breaks silence on porn videos posted on Twitter – SautiTech,https://www.sautitech.com/digital/mtn-twitter-hacked/,20190515184041392365.dat
Pan Africa investment news and data service covering all investment types,https://www.altafrica.com/,20190515183824483847.dat
Egypt Archives - altAfrica,https://www.altafrica.com/category/egypt/,20190515183106700155.dat
Digital – SautiTech,https://www.sautitech.com/digital/,20190515184808229439.dat
June 2018 – SautiTech,https://www.sautitech.com/2018/06/,20190515184111817677.dat
Govt makes good on boosting Internet connectivity in West Nile – SautiTech,https://www.sautitech.com/digital/boosting-internet-connectivity-west-nile/,20190515182100425497.dat
TEAM VCC | VCCircle,https://www.vccircle.com/author/team-vcc,20190515184404285590.dat
Startups – SautiTech,https://www.sautitech.com/./startups/,20190515185810219970.dat
Development Finance Institutions (DFIs) investing in Africa,https://www.altafrica.com/dfi/,20190515183408390861.dat
Startups – SautiTech,https://www.sautitech.com/startups/,20190515183641082294.dat
Tech – SautiTech,https://www.sautitech.com/./tech/,20190515184527511523.dat
MENAbytes - Startups, Tech & Digital Media from MENA,http://www.menabytes.com,20190515183217613931.dat
South Africa Archives - altAfrica,https://www.altafrica.com/category/south-africa/,20190515185819755031.dat
Business Daily -  | HOME,http://www.businessdailyafrica.com,20190515184845398595.dat
United Arab Emirates Archives - Page 5 of 30 - MENAbytes,https://www.menabytes.com/tag/united-arab-emirates/page/5/,20190515183809283440.dat
MB Staff, Author at MENAbytes,https://www.menabytes.com/author/mbstaff/,20190515183835040645.dat
Regulator approves CBA-NIC merger on condition of employees retention - Business Daily,https://www.businessdailyafrica.com/news/Regulator-approves-CBA-NIC-merger/539546-5112672-52vish/index.html,20190515183304740909.dat
Startups Archives - MENAbytes,https://www.menabytes.com/category/startups/,20190515184848142949.dat
MB Staff, Author at MENAbytes - Page 52 of 52,https://www.menabytes.com/author/mbstaff/page/52/,20190515182009057942.dat
MB Staff, Author at MENAbytes - Page 5 of 52,https://www.menabytes.com/author/mbstaff/page/5/,20190515184332450714.dat
MB Staff, Author at MENAbytes - Page 4 of 52,https://www.menabytes.com/author/mbstaff/page/4/,20190515183051105747.dat
Recycling could reduce carbon emissions 70pc - Business Daily,https://www.businessdailyafrica.com/analysis/ideas/Recycling-could-reduce-carbon-emissions-70pc/4259414-5111740-cwag6l/index.html,20190515184956910568.dat
Tunisia-founded enterprise AI startup InstaDeep raises $7 million Series A,https://www.menabytes.com/instadeep-series-a/,20190515184114742287.dat
Beyond MENA Archives - MENAbytes,https://www.menabytes.com/tag/beyond-mena/,20190515181824678628.dat
Insurers blame doctors for Sh1.1bn slide into losses - Business Daily,https://www.businessdailyafrica.com/news/Insurers-blame-doctors-for-Sh1-1bn-slide-into-losses/539546-5112398-932p33z/index.html,20190515184340511789.dat
Tunisia Archives - MENAbytes,https://www.menabytes.com/tag/tunisia/,20190515183808646371.dat
Bolster digital economy for greater growth - Business Daily,https://www.businessdailyafrica.com/analysis/columnists/4259356-5111754-128lkyyz/index.html,20190515183011277572.dat
Heavy commercial borrowing raises debt load on taxpayers - Business Daily,https://www.businessdailyafrica.com/datahub/Heavy-borrowing-raises-debt-load-on-taxpayers/3815418-5009054-mxcehx/index.html,20190515182534707203.dat
Social Media Archives - MENAbytes,https://www.menabytes.com/category/social/,20190515183358039324.dat
EACC arrests Nairobi County official in graft probe - Business Daily,https://www.businessdailyafrica.com/news/EACC-arrests-Sonko-official-in-graft-probe/539546-5106524-ifuvxez/index.html,20190515181945758799.dat
Joseph Rai | VCCircle,https://www.vccircle.com/author/joseph-rai,20190515184813293638.dat
Kiambu a warning to revamp budgeting - Business Daily,https://www.businessdailyafrica.com/analysis/columnists/Kiambu-a-warning-to-revamp-budgeting/4259356-5111752-kq5mooz/index.html,20190515183646444974.dat
Tunis Archives - MENAbytes,https://www.menabytes.com/tag/tunis/,20190515184408919567.dat
MENAbytes - Startups, Tech & Digital Media from MENA,https://www.menabytes.com/,20190515182918633104.dat
NSE bear run slashes Sh40bn pension savings - Business Daily,https://www.businessdailyafrica.com/news/539546-5112448-5cd2bpz/index.html,20190515182144540257.dat
MB Staff, Author at MENAbytes - Page 3 of 52,https://www.menabytes.com/author/mbstaff/page/3/,20190515183758976711.dat
MB Staff, Author at MENAbytes - Page 2 of 52,https://www.menabytes.com/author/mbstaff/page/2/,20190515183040964674.dat
Rai-owned Menengai buys water bottling company Aquamist - Business Daily,https://www.businessdailyafrica.com/corporate/companies/Menengai-buys-water-bottling-company-Aquamist/4003102-5098126-6vxjui/index.html,20190515184815732295.dat
How bonds, taxes can fund Kenya’s universal healthcare coverage - Business Daily,https://www.businessdailyafrica.com/datahub/Kenya-universal-health-care-coverage/3815418-5012528-yhgk2kz/index.html,20190515182117937833.dat
Technology Archives - MENAbytes,https://www.menabytes.com/category/tech/,20190515182659444532.dat
 Data About Africa's Tech Companies ,http://digestafrica.com,20190515184114893127.dat
Musoni System – best-practice microfinance software,http://musonisystem.com,20190515184638082167.dat
partnership Archives – Techative,http://techativeng.com/tag/partnership/,20190520151329281073.dat
Latest on Events | . Read on BellaNaija - May 13, 2019,https://www.bellanaija.com/event/,20190515183834533824.dat
Latest on Style | . Read on BellaNaija - May 13, 2019,https://www.bellanaija.com/style/,20190515183209893328.dat
More Details Emerge Following Chris Attoh's Wife Bettie's Assassination | BellaNaija,https://www.bellanaija.com/2019/05/more-details-emerge-following-chris-attohs-wife-betties-assassination/,20190515183410217198.dat
Latest on Scoop | . Read on BellaNaija - May 13, 2019,https://www.bellanaija.com/scoop/,20190515183249121852.dat
Buy Surface Arc Mouse - Microsoft Store,https://www.microsoft.com/en-us/surface/accessories/surface-arc-mouse,20190515184152519055.dat
The Daily Vulnerable by Chude Jideonwo: Leaking | BellaNaija,https://www.bellanaija.com/2019/05/the-daily-vulnerable-by-chude-jideonwo-leaking/,20190515183118384992.dat
#BNMovieFeature: WATCH Deyemi Okanlawon, Bimbo Akintola, Morris K. Sesay in "They Got it Coming" | BellaNaija,https://www.bellanaija.com/2019/02/bnmoviefeature-watch-deyemi-okanlawon-bimbo-akintola-morris-k-sesay-in-they-got-it-coming/,20190515184107661688.dat
Buy Surface Ergonomic Keyboard - Microsoft Store,https://www.microsoft.com/en-us/surface/accessories/surface-ergonomic-keyboard,20190515182310774033.dat
Latest on #BNMovieFeature | . Read on BellaNaija - May 13, 2019,https://www.bellanaija.com/tag/bnmoviefeature/,20190515184414625206.dat
Microtraction - Hassle-free funding for technical founders,http://www.microtraction.com,20190515184649142939.dat
Meet Surface Book 2 - Now in 13.5” or 15” - Microsoft,https://www.microsoft.com/en-us/p/surface-book-2/8mcpzjjcc98c,20190515183239198686.dat
Meet Surface Book 2 - Now in 13.5” or 15” - Microsoft,https://www.microsoft.com/en-us/surface/devices/surface-book/tech-specs,20190515183503552864.dat
Latest on BN TV | . Read on BellaNaija - May 13, 2019,https://www.bellanaija.com/bntv/,20190515184117537429.dat
Manufacturing | VCCircle,https://www.vccircle.com/industry/manufacturing,20190515184117050983.dat
#BNQuoteoftheDay | BellaNaija,https://www.bellanaija.com/2019/05/bnquoteoftheday-461/,20190515184845559768.dat
Home | BellaNaija,https://www.bellanaija.com/,20190515182057818923.dat
Local banks take Sh8 billion hit in KQ shares - Business Daily,https://www.businessdailyafrica.com/corporate/companies/Local-banks-take-Sh8bn-hit-KQ-shares/4003102-5111630-8npk19z/index.html,20190515182153820115.dat
#BNMovieFeature: WATCH Akin Lewis, Bimbo Oshin, Saheed Balogun, Jumoke Odetola in "Fate (Ipin)" | BellaNaija,https://www.bellanaija.com/2019/01/bnmoviefeature-watch-akin-lewis-bimbo-oshin-saheed-balogun-jumoke-odetola-in-fate-ipin/,20190515183447222402.dat
    Business Insider
,https://www.businessinsider.com?IR=C,20190515184155971386.dat
Latest on Career | . Read on BellaNaija - May 13, 2019,https://www.bellanaija.com/career/,20190515184341027563.dat
#BNMovieFeature: WATCH Odunlade Adekola, Ireti Osayemi, Laide Bakare, Bolaji Amusan star in "Okunkun (Darkness)" | BellaNaija,https://www.bellanaija.com/2019/05/bnmoviefeature-watch-odunlade-adekola-ireti-osayemi-laide-bakare-bolaji-amusan-star-in-okunkun-darkness/,20190515181817925123.dat
Shop Surface Pro (5th gen) – Microsoft Surface,https://www.microsoft.com/en-us/surface/devices/surface-pro/overview,20190515183929714999.dat
Latest on Beauty | . Read on BellaNaija - May 13, 2019,https://www.bellanaija.com/beauty/,20190515184824018662.dat
#BNMovieFeature: WATCH Ruth Kadiri, Dayo Amusa, Ayo Adesanya in "Tiwa's Story" | BellaNaija,https://www.bellanaija.com/2019/04/bnmoviefeature-watch-ruth-kadiri-dayo-amusa-ayo-adesanya-in-tiwas-story/,20190515181816262528.dat
How Secure is Cowrywise? – Wealth Lounge,https://blog.cowrywise.com/how-secure-is-cowrywise-d91dd737ec3?source=collection_home---5------0---------------------,20190515184322570090.dat
Wealth Lounge,https://blog.cowrywise.com,20190515183008065707.dat
Latest on Comedy | . Read on BellaNaija - May 13, 2019,https://www.bellanaija.com/comedy/,20190515183921926212.dat
Techative – We tech a great deal,http://techativeng.com,20190515181939205727.dat
Africa's Talking,http://blog.africastalking.com,20190515185852846610.dat
Eight-run third inning lifts Red Sox over Mariners - Lowell Sun Online,http://www.lowellsun.com/breakingnews/ci_32626600/eight-run-third-inning-lifts-red-sox-over,20190515183307650236.dat
Rainbow Seed Fund Has Helped UK Tech Startups Raise £200m in Private Funding |FinSMEs,http://www.finsmes.com/2016/12/rainbow-seed-fund-has-helped-uk-tech-startups-raise-200m-in-private-funding.html,20190520145541103314.dat
Archive of stories published by Wealth Lounge,https://blog.cowrywise.com/archive,20190515184840645700.dat
Rachael Wambua – Africa's Talking,https://blog.africastalking.com/@rachaelwambua,20190515183735906696.dat
Africa's Talking,https://blog.africastalking.com?source=---------4---------------------,20190515184654906097.dat
Terms | CowryWise - The smart way to save online in Nigeria,https://www.cowrywise.com/terms/,20190515184334613136.dat
Africa's Talking,https://blog.africastalking.com?source=---------8---------------------,20190515183223385256.dat
Sally Kuria – Africa's Talking,https://blog.africastalking.com/@skmugure?source=---------4---------------------,20190515184739010840.dat
Lifestyle Inflation – Wealth Lounge,https://blog.cowrywise.com/lifestyle-inflation-423bb85a4939?source=collection_home---5------5---------------------,20190515183341882544.dat
Sally Kuria – Africa's Talking,https://blog.africastalking.com/@skmugure?source=---------7---------------------,20190515183523396065.dat
The Basics Of Building A Side Business In Nigeria – Wealth Lounge,https://blog.cowrywise.com/how-to-build-a-side-hustle-in-nigeria-12bc88bc20ec?source=collection_home---5------7---------------------,20190515184506025968.dat
Africa's Talking,https://blog.africastalking.com?source=---------1---------------------,20190515183547420545.dat
Sally Kuria – Africa's Talking,https://blog.africastalking.com/@skmugure?source=---------6---------------------,20190515185603783609.dat
5 Ways to Validate an Investment Option in Nigeria – Wealth Lounge,https://blog.cowrywise.com/5-ways-to-validate-an-investment-option-in-nigeria-3efc22d3b457?source=collection_home---5------2---------------------,20190515183632214872.dat
Sally Kuria – Africa's Talking,https://blog.africastalking.com/@skmugure?source=---------5---------------------,20190515185447848425.dat
Warm Karibu to Nigeria – Africa's Talking,https://blog.africastalking.com/warm-karibu-to-nigeria-cfc58f3b3162?source=---------8---------------------,20190515185104195770.dat
Africa's Talking,https://blog.africastalking.com?source=---------7---------------------,20190515183101302056.dat
Latest stories published on Wealth Lounge,https://blog.cowrywise.com/latest,20190515183957751352.dat
Sally Kuria – Africa's Talking,https://blog.africastalking.com/@skmugure?source=---------1---------------------,20190515184759580667.dat
Photo Essay: The Journey to Account Management – Africa's Talking,https://blog.africastalking.com/photo-essay-the-journey-to-account-management-633294a58681?source=---------4---------------------,20190515185027394392.dat
Privacy | CowryWise - The smart way to save online in Nigeria,https://www.cowrywise.com/privacy,20190515181815773457.dat
Africa's Talking,https://blog.africastalking.com?source=---------6---------------------,20190515182226718652.dat
Privacy | CowryWise - The smart way to save online in Nigeria,https://www.cowrywise.com/privacy/,20190515183239792221.dat
CowryWise – Wealth Lounge,https://blog.cowrywise.com/@cowrywise,20190515181937698035.dat
The Afropreneur – Idris Ayodeji Bello | Afropreneur, Wennovator, Global Health Advocate -The Business of Innovation,http://idrisbello.com,20190515183412753119.dat
African Review,http://www.africanreview.com,20190515182007001998.dat
Test-prep platform Adda247 acquires Success Ease to bulk up offerings | VCCircle,https://www.vccircle.com/test-prep-platform-adda247-acquires-success-ease-to-bulk-up-offerings,20190515183237340374.dat
Africa's Talking,https://blog.africastalking.com?source=---------3---------------------,20190515183646193949.dat
WATCH How Bill Gates schemed with Barack Obama to Surprise Wife Melinda | BellaNaija,https://www.bellanaija.com/2019/05/watch-how-bill-gates-schemed-with-barack-obama-to-surprise-wife-melinda/,20190515182020674505.dat
Birthday + Wedding Anniversary = Trip to the Maldives! All about Tara & Fela Durotoye's Special Weekend | BellaNaija,https://www.bellanaija.com/2019/05/birthday-wedding-anniversary-trip-to-the-maldives-all-about-tara-fela-durotoyes-special-weekend/,20190515183810020019.dat
BellaNaija.com, Author at BellaNaija,https://www.bellanaija.com/author/bella/,20190515181829280988.dat
Africa's Talking,https://blog.africastalking.com,20190515185555227495.dat
Africa's Talking,https://blog.africastalking.com?source=user_profile---------0---------------------,20190515183152121231.dat
Latest on Weddings | . Read on BellaNaija - May 13, 2019,https://www.bellanaija.com/weddings/,20190515184840865051.dat
Events – Africa's Talking,https://blog.africastalking.com/tagged/events,20190515183209655204.dat
Temi Olajide: Here's Why Your Child Needs to Sleep Early | BellaNaija,https://www.bellanaija.com/2019/05/temi-olajide-child-sleep-pattern/,20190515185556226900.dat

			
			
            	VCCircle.com : Sign Up to Stay in Touch
			
        ,https://visitor.constantcontact.com/manage/optin?v=001JhAH0M7VcWfuPdsPidmliQk0GWuQlTRHIReaVGuecpTgBAnIQefcW3U0cUcR0OCvRVjJvCveECyGmMelENEf-g==,20190515185556002073.dat
Here's a Cute Photo of Meghan Markle & Baby Archie on Mother's Day! | BellaNaija,https://www.bellanaija.com/2019/05/heres-a-cute-photo-of-meghan-markle-baby-archie-on-mothers-day/,20190515182050995149.dat
Why EU values partnership with Kenya - Business Daily,https://www.businessdailyafrica.com/analysis/columnists/Why-EU-values-partnership-with-Kenya/4259356-5108332-rakmib/index.html,20190515183214046648.dat

  Create your Google Account
  ,https://accounts.google.com/SignUp?continue=https%3A%2F%2Fmyaccount.google.com%2Fgeneral-light,20190515183811465373.dat
Investee Jobs,http://jobs.omidyar.com,20190515185013638413.dat
Banky W & Adesua are Sending Love from Paris & We're Here For It! | BellaNaija,https://www.bellanaija.com/2019/05/banky-w-adesua-are-sending-love-from-paris-were-here-for-it/,20190515183958695508.dat
Breaking News, Business News, Financial and Investing News & More | Reuters.co.uk,http://www.reuters.com,20190515182336285262.dat

  Create your Google Account
  ,https://accounts.google.com/SignUp?service=accountsettings&continue=https%3A%2F%2Fmyaccount.google.com%2Fintro&hl=en-US,20190515182057079873.dat
Sally Kuria – Africa's Talking,https://blog.africastalking.com/@skmugure,20190515183403180542.dat

  Create your Google Account
  ,https://accounts.google.com/SignUp?hl=en_US&continue=https://myaccount.google.com/intro,20190515185619643470.dat

  Create your Google Account
  ,https://accounts.google.com/SignUp?service=wise&continue=https%3A%2F%2Fdrive.google.com%2F,20190515183919237463.dat
Narinder Kapur | VCCircle,https://www.vccircle.com/author/narinder-kapur/all/2,20190515183225519625.dat
SRF to sell engineering plastics business to Dutch firm DSM | VCCircle,https://www.vccircle.com/srf-to-sell-engineering-plastics-business-to-dutch-firm-dsm,20190515182644549924.dat
General | VCCircle,https://www.vccircle.com/industry/general,20190515183307105276.dat
Techative – Page 2 of 27 – We tech a great deal,http://techativeng.com/page/2/,20190520151522696988.dat

  Create your Google Account
  ,https://accounts.google.com/SignUp?dsh=-2621648893238790941&continue=https%3A%2F%2Fplus.google.com%2F%2BTechweez,20190515181910218768.dat
ZAWYA - Middle East's trusted source of business & financial news,http://www.zawya.com/mena/en/,20190515183248065572.dat
