title,content,link,sources
"InstaFreight Closes €8M Series A Funding Round
","InstaFreight, a Berlin, Germany-based digital forwarding company, closed a €8m series A funding round.
 The backers remained undisclosed.
 The company intends to use the funds to further develop its business model, increase automation, and strengthen the data interfaces for customers and partners.
 Co-founded by Philipp Ortwein and Maximilian Schaefer in June 2016, InstaFreight is a vertically integrated B2B online freight forwarder, which has digitalized their entire process from quoting prices to invoicing. The platform, particularly tailored to B2B customers looking to book a transport service online, is able to ship transports in Germany and across the EU, with its pool of over 3,000 subcontractors and selected transport networks.
 In addition to the funding, Schaefer joined the management team to bring his knowledge of logistical operations. Schaefer is a member of the senior management team at the logistics service provider TNT.
 He also set up the logistics for La Moda, an e-commerce company in Russia.
 How does InstaFreight work?
 1. Business customers can register for free on http://www.instafreight.com/. After being verified by InstaFreight, customers can book transports directly online at fixed prices.
 2. Customers can indicate loading and unloading points, as well as the type of load. InstaFreight then calculates a fixed price instantly. Besides spot transports, the platform also offers fixed routes on a contracted basis. The use of InstaFreight is free for both shippers and carriers.
 3. Customers can track their shipments from loading to unloading points through a Track & Trace system.
 4. After the transport, InstaFreight sends the invoice to the customer. Carriers who complete the order by app will receive payment of their transport within 72 hours.","http://www.finsmes.com/2017/12/instafreight-closes-e8m-series-a-funding-round.html
",FinsmesGermany
"Orcan Energy Closes Second Round
","Orcan Energy GmbH, a Munich, Germany-based developer of Organic Rankine Cycle (ORC) Technology in small power ranges, closed a second round of financing.
 The amount of the transaction was not disclosed.
 Backers included new stategic investor E.ON and existing investors Kleiner Perkins Caufield & Byers and Wellington Partners.
 The company intends to use the funds to expand adoption of its solutions, refine its delivery chain and upgrade safety and quality standards during assembly.
 Founded in 2008 as a spin-out from the Technical University of Munich and led by Dr. Andreas Sichert, CEO, Orcan Energy provides ePack, a plug-and-play that allows waste heat to be exploited in an intelligent way in the process of power generation, and to enhance the energy efficiency of many industrial and energy producing facilities.","http://www.finsmes.com/2013/05/orcan-energy-closes.html
",FinsmesGermany
"caprotec bioanalytics Raises €1M; Closes €5M Series B Financing
","caprotec bioanalytics GmbH, a Berlin, Germany-based biopharmaceutical company offering a proprietary Capture Compound Mass Spectrometry (CCMS)  platform technology for the analysis of small molecule – protein interactions, held a €1m second closing ($1.4m) of a €5m ($7.2m)  Series B financing.
 Investors include LBBW Venture Capital GmbH, which joined existing shareholders Creathor Venture, IBB Beteiligungsgesellschaft, ERP Startfonds, and private backers.
 As stated y Prof. Dr. Hubert Koster, founder and CEO of caprotec bioanalytics, the funding from LBBW Venture Capital will allow the company to further leverage its CCMS technology into additional markets as diagnostics and execute several large pharma partnerships at the same time.
 Founded in 2006, caprotec focuses on the commercialization of its CCMS technology in the areas of functional proteomics, drug development and development of biomarkers.
 The company, which has a US subsidiary in Burlington, MA, holds a vast portfolio of 41 international patents of which are 21 already granted.","http://www.finsmes.com/2011/05/caprotec-bioanalytics-raises-e1m-closes-e5m-series-financing.html
",FinsmesGermany
"JenaValve Technology Raises Additional $10M in Series C Venture Funding
","JenaValve Technology, Inc., a Wilmington, DE- and Munich, Germany-based developer of transcatheter aortic valve implantation systems for aortic valve disease, raised an additional $10m in Series C venture funding.
 Backers included new investors Valiance Asset Management and RMM and current investors Edmond de Rothschild Investment Partners, Atlas Venture Fund, NeoMed Management, VI Partners AG, Sunstone Capital, Gimv (GIMB.EN), Legend Capital and Omega Funds. In conjunction with the funding, industry veteran Jan Keltjen joined JenaValve’s board of directors, while life sciences entrepreneur and financier Rudi Mariën joined as an observer.
 The Series C round now totals $72.5m, having the company raised $62.5m in 2013 (read here)
 Founded in 2006 by cardiologists and inventors Prof. Hans R. Figulla, M.D. and Prof. Markus Ferrari, M.D. and led by Helmut J. Straubiger, CEO, JenaValve Technology develops, manufactures and markets transcatheter aortic valve implantation systems (TAVI) to treat patients suffering from aortic valve disease.
 The company’s transapical TAVI system is currently being sold in Europe and other markets worldwide. The transfemoral TAVI system entered into a first-in-man clinical study at the end of 2013 and is anticipated to be commercially available for sale in 2015.","http://www.finsmes.com/2014/04/jenavalve-technology-raises-additional-10m-in-series-c-venture-funding.html
",FinsmesGermany
"RepRap Raises Seven Digit Financing Round
","RepRap GmbH, a Feldkirchen, Germany-based developer of a new 3D printing process, raised a seven digit financing round. 
 BayBG Bayerische Beteiligungsgesellschaft made the investment.
 The company plans to use the funds to expand operations.
 Founded in 2010, RepRap has developed an innovative 3D printing process that enables completely new applications, for example, in medical technology or in automotive and mechanical engineering.
 By leveraging Liquid Additive Manufacturing (LAM) technology, The company’s process enables the production of specifically developed printing materials, larger and more complex workpieces.
 Created as a B2C provider, since 2015, the company has only developed devices for professional use in the B2B sector and research facilities.","http://www.finsmes.com/2017/09/reprap-raises-seven-digit-financing-round.html
",FinsmesGermany
"Bunch Raises Seven-Figure Seed Funding Round
","Bunch, a Berlin, Germany-based culture startup, raised a seven-figure seed funding round. 
 Backers included High-Tech Gründerfonds, Atlantic Labs and Berlin angels Friedrich Neuman and Marius Schulze.
 The company intends to use the funds to continue to develop the product, expand the team, and grow sales.
 Led by CEO Darja Gutnick, Charles Ahmadzadeh, and Anthony Reo, Bunch allows companies to calculate the best team makeups, measure each member’s impact on team dynamics, and get actionable recommendations to optimize team performance.
 The company, which currently has a 10-person team, aims to allow fast-growing companies to build their teams. Each team member, as well as new candidates in the application process, fill out an online questionnaire based on the “Organizational Culture Profiling” method developed at Stanford University. This allows users to predict behavioral tendencies of individuals and teams in the organization with a high degree of accuracy. The profile measures six dimensions:
 Each employee, team, and department can then experiment with different team setups based on their profiles. A new integration with the Slack communication platform allows teams to continuously monitor and measure the a team’s culture in real-time.
 Launched in September 2017, Bunch has been tested by more than 1000 companies with customers including N26, Fraunhofer and AWS competitor Digital Ocean from the United States.
  ","http://www.finsmes.com/2018/04/bunch-raises-seven-figure-seed-funding-round.html
",FinsmesGermany
"Bonayou Raises Funding
","PL Gutscheinsysteme, a Munich, Germany-based developer of a non-cash gift-voucher card called Bonayou, has closed its first round of funding.
 Backers include High-Tech Gründerfonds and the make a startup angel fund.
 The amount of the deal remained undisclosed.
 The funding will help the company to launch the product in several European countries in 2012.
 Developed in cooperation with MasterCard and Wirecard Bank, the Bonayou gift-voucher card is particularly suitable as a collective gift, which is redeemable almost anywhere. It allows people to invite other contributors to the gift both by email and through Facebook and send the resulting personalized card by e-mail or in a box, selectable in several models, with a personalized greeting card to the wanted address on a self-determined date.
 Christopher Pietzsch and Patrick Löffler, who founded the company in November 2010 were joined in January 2012 by Alexander Klaiber as an official partner and CTO supportive part of the team.","http://www.finsmes.com/2012/03/bonayou-raises-funding.html
",FinsmesGermany
"TIXEL Receives €700K Venture Capital Financing
",,"http://www.finsmes.com/2011/03/tixel-receives-e700k-venture-capital-financing.html
",FinsmesGermany
"eyefactive Raises Six Digit Funding Round
","eyefactive GmbH, a Wedel, Germany-based developer and provider of interactive multitouch technology, raised a six digit funding.
 Backers included The High-Tech Gründerfonds and the MBG Schleswig-Holstein.
 The company intends to use the funds for international growth of its app platform for professional touchscreens.
 eyefactive provides interactive multitouch and multiuser technology in large-scale. The product portfolio consists of multitouch displays integrated into tables and walls as well as an app-platform for interactive signage software for effective marketing at points of sale & information and creative teamwork in companies.
 Clients include brands like Porsche, Mercedes-Benz Bank, Beiersdorf, Siemens and Olympus.","http://www.finsmes.com/2016/04/eyefactive-raises-six-digit-funding-round.html
",FinsmesGermany
"Avuba, Wilken Bruns Unveils Mobile-First Bank Account for Europe
","Personal banking is too complicated. That’s the reason Jonas, Wilken, and Oliver of Berlin-based Avuba are creating the bank account we always wanted! “Life is complicated and banking doesn’t need to be“, they say. One of the three, COO Wilken Bruns (photo) answered our questions about the project.
 FinSMEs: Hi Wilken. First, can you tell us a little bit more about you?
 Wilken: I’m a German born and raised in Africa. I studied Behavioural Economics and Entrepreneurship in the Netherlands, where i got hooked on startups and made my first attempts to build a scalable tech-business -> sunglasses designed by the crowd #fail. I realised I had much to learn, packed my bags and left for Berlin. I was fortunate enough to meet my mentor and former co-founder of Startupbootcamp Berlin, Alex Farcet. During the last two years we ran two programs. I learned more than I could have ever imagined from the startups we accelerated and the amazing mentors the program brought together. I’m now here at TechStars London and not sure how it happened…
 FinSMEs: Let’s speak about Avuba. how did you come up with the idea of creating it? What’s the problem do you want do fix?
 Wilken: My co-founder Jonas (CEO) had the original idea and vision and started out in early 2013 before we joined in autumn. He felt frustrated with his banking experience and so did Oliver (CPO) and I (COO). Time consuming and bureaucratic processes, bad usability, hidden fees, unfriendly service can make banking a horrid process! Banks have legacy infrastructure, slow decision making processes and the wrong culture to be able to innovate at the pace that technology is moving, especially when it comes to creating a great product for digital natives like ourselves. It seems the best they can do is the occasional facelift of their apps and online banking. We’re sick of waiting, so we’re rebuilding the structure of a bank from the ground up and creating the fastest innovating consumer retail bank in history 🙂
 FinSMEs: Tell me something more. How does it work?
 Wilken: We’re building a mobile-first bank account for Europe. It’s free to use; hassle free to sign-up; beautiful and easy to use; you can send money to your friends in under 5 seconds and you’ll always know how you’re spending your money. The idea is to build this into a platform for banking where we’re able to connect your favourite financial services for international remittence, savings accounts, mortgages, peer-to-peer lending or investments directly into your bank account. At the same time we provide our API to new financial services that want to use our banking infrastructure. Here’s a nice article on how that can look like: http://jackgavigan.com/2014/04/14/disruptive-bank/
 FinSMEs: What’s your business model?
 Wilken: At the moment we’re making money on interchange fees and interest on deposits just like banks do. The account is completely free and any European can sign up in 10 min. through their mobile phone. The idea is to get a lot of users as fast as possible. The opportunities to monetize on top of that are endless. 
 FinSMEs: some numbers?
 Wilken: Let’s just say we’re acquiring customers at a fraction of what banks are paying today.
 FinSMEs: please, introduce the other team members? Where are you based?
 Wilken: We have an incredibly talented team of 11 people in Berlin, including 6 developers. Jonas built an online marketing company in his previous life. He’s also knows how to code , which the dev team couldn’t be happier about. He actually built the first tech. Oliver has a passion for creating beautiful products and coding front-end. We he showed with his last startup Weavly, a really cool online video mashup tool. We’re now on the look out for a CTO. (have a look on their career page here).
 FinSMEs: funds…have you raised some funding so far? bootstrapped?
 Wilken: We’ve just closed a substantial angel round and already took on some convertibles for the Seed Round, which we’re opening at TechStars Demo Day on June 20.
 FinSMEs: Are you seeking vc?
 Wilken: We’re focusing on building a great product. Until now the money has found us 🙂 Ironically that’s a perk of building a bank.
 FinSMEs:…future plans?
 Wilken: Fix banking.","http://www.finsmes.com/2014/04/avuba-interview-with-wilken-bruns.html
",FinsmesGermany
"ProSiebenSat.1 Acquires Majority Stake in Verivox
","ProSiebenSat.1, via its strategic investment arm 7Commerce, acquired a majority stake in Verivox, a Heidelberg, Germany-based independent consumer portal for energy.
 ProSiebenSat.1 is acquiring 80% of the shares in Verivox for a purchase price of around €170m.
 With this acquisition, which is subject to approval by the German Federal Cartel Office, ProSiebenSat.1 is expanding its activities in the segment of comparison portals.
 The former owners under the leadership of Oakley Capital will continue to hold a minority interest in the company.
 Founded in Heidelberg in 1998 and led by Chris Öhlund, CEO, Verivox is an independent consumer portal for energy and offers online comparisons for telecommunication, insurance and finance products as well as a search engine for commission-free real estate properties and pre-owned automobiles.
 In March of this year, 7Commerce had acquired an 85% majority stake in Preis24.de, a deal platform for cell phone rates and smartphones.","http://www.finsmes.com/2015/07/prosiebensat-1-acquires-majority-stake-in-verivox.html
",FinsmesGermany
"RhodeCode Closes $3.5M Funding
","RhodeCode, a Berlin, Germany and San Francisco, CA, USA-based enterprise software file versioning and collaboration solution provider, closed a $3.5m funding round.
 Backers included DFJ Esprit and Earlybird Venture Capital.
 The company intends to use the funds for near-term hiring to accelerate its penetration into the $21 billion application lifecycle management market.
 Led by Marcin Kuzminski, CTO and co-founder, and Sebastian Kreutzberger, CEO, RhodeCode provides an enterprise-grade code collaboration platform, which enables companies to build software through teamwork, workflows, and enhanced visibility; all within their data centers. Its flagship product, RhodeCode Enterprise, is used by more than 10,000 customers including the US Navy, Raytheon, US Department of Energy, CA Technologies, Cisco, global financial institutions, national laboratories, top universities, and others, in 80 countries.
 The company reported record revenues in the 3rd quarter ending September 30th , with sales up 95% over the previous quarter.","http://www.finsmes.com/2014/10/rhodecode-closes-3-5m-funding.html
",FinsmesGermany
"TreasureHunt Raises $6M in Series A Funding
","TreasureHunt, a Berlin, Germany-based interactive entertainment company, raised $6M in Series A funding. 
 The round, which brings total funding to $8.4M, was led by The Gauselmann Group, with participation from private angel investors.
 The company intends to use the funds to promote its Pet Paradise and to build out an additional game team.
 Created in late 2014 by CEO Kyle Smith, formerly Producer and Lead Designer at Electronic Arts Canada (EAC), Ville Mikkola, who previously worked as a Director at Fox Mobile and Glispa Global Group, and Martin Kern, co-founder of Tirendo (acquired for €50M), TreasureHunt creates mobile games for a mainstream audience.
 The first game is Pet Paradise, bubble shooter pet collection game, launching on June 14th.
 The leadership team is rounded out by:
 – Adnaan Ebrahim (previously Zynga, Bigpoint and Reliance),
 – John Kelly (previously Design Manager at Rovio and Lead Game designer at Zynga and Playground),
 – Amogh Chakravarthy (previously Lead Developer at Zynga), and
 – Peter Soderbaum (previously Art Director at King and Wooga).","http://www.finsmes.com/2017/06/treasurehunt-raises-6m-in-series-a-funding.html
",FinsmesGermany
"TradeMachines Raises over €1M Funding
","TradeMachines, a Berlin, Germany-based meta search engine for used machinery, raised an over €1m funding round. 
 Backers included Dr. Albrecht von Sonntag, Marcus Seidel and Philipp Klöckner.
 With the investment, which will value TradeMachines at an 8-figure valuation, the company will be expanding its activities into more industries and
 continue its internationalization to reinforce its global presence.
 Founded in 2013 by Dr. Heico Koch, TradeMachines is a search engine for industrial auctions, which enables sellers and buyers to access online auctions of used machines by national and international auctioneers and dealers.
 The platform lists over 1.3M  machines including tractors, forklifts, construction machines, industrial cranes, wood saws, metal saws, and lawn mowers.
 The company does not auction machines itself but brokers machine sales. So far, it has brokered machine sales worth a total of more than €7 billion.","http://www.finsmes.com/2016/09/trademachines-raises-over-e1m-funding.html
",FinsmesGermany
"Payleven Raises €2M from Berlusconi’s Family
","According to reports, Payleven, a Berlin, Germany-based mobile payments startup, raised approximately €2m in funding.
 The investment came from B5, the holding firm recently launched by Silvio Berlusconi’s daughters (Marina, Barbara, Eleonora) and sons (Pier Silvio, Luigi Berlusconi).
 Founded in March 2012 by Rafael Otero, Alston Zecha, Dr. Alexander Zumdieck, Konstantin Wolff, and launched by Rocket Internet, payleven provides businesses with tools to process card payments using smartphones or tablets (iPad, iPhone, iPod Touch, Android).
 Already available in Germany, the Netherlands, Italy, Great Britain, Poland and Brazil, payleven currently employs around 70 employees.
 FinSMEs","http://www.finsmes.com/2013/02/payleven-raises-e2m-berlusconis-family.html
",FinsmesGermany
"GetYourGuide Raises $50M in Growth Equity Funding
","GetYourGuide, a Berlin, Germany-based online marketplace for discovering and booking travel activities worldwide, raised $50m in growth equity funding. 
 The round was led by KKR, with participation from existing investors Spark Capital, Highland Capital Partners and Sunstone Capital as well as new investor Nokia Growth Partners (NGP).
 The company intends to use the funds for global expansion.
 Founded in 2009 by CEO Johannes Reck and Tao Tao, GetYourGuide is an independent online and mobile platform for booking travel activities all across the world. The company operates a digital marketplace, connecting the fragmented ecosystem of global tour and activity operators with domestic and international travelers.
 Travelers can search, discover, book and digitally redeem travel experiences.
 GetYourGuide offers over 27,800 activities in more than 2,500 destinations, including everything, everywhere. The company also has offices in Zurich, Paris, London, Barcelona, Dubai and Las Vegas, employing more than 200 people, of which about 180 work in the Berlin headquarters.","http://www.finsmes.com/2015/11/getyourguide-raises-50m-in-growth-equity-funding.html
",FinsmesGermany
"Crowdfox Raises €4.7M in Series A Funding
","Crowdfox, a Cologne, Germany-based B2B and B2C e-commerce platform, raised €4.7M in Series A funding. 
 The round was led by Takkt Beteiligungsgesellschaft mbH, which provided a €2m convertible bond.
 The company intends to use the funds to further expand operations.
 Led by Wolfgang Lang, founder and CEO, Crowdfox, Crowdfox is a shopping site where merchants sell for free and members can buy every product they desire for the best price. If members combine their power with the Crowdfox crowd-shopping-option, they will get even more discount on the already low price anyway.
 Over 6.5 million items including smart watches, PCs, smartphones as well home related items and beauty products are currently listed on the platform.","http://www.finsmes.com/2017/09/crowdfox-raises-e4-7m-in-series-a-funding.html
",FinsmesGermany
"Make.TV Raises $8.5M in Funding
","Make.TV, a Cologne, Germany-based cloud live video acquisition and management solution, raised an initial $US8.5m round of funding.
 The round was led by Voyager Capital with participation from Microsoft Ventures, Vulcan Capital, Arnold Ventures, German High-Tech Gründerfonds (HTGF), MediaVentures, Wellen+Nöthen Ventures and dimensional Ventures as well as angel investors Andy Liu, Sanjay Reddy, and Raazi Imam. As part of the funding, Erik Benson, General Partner at Voyager Capital, will join Make.TV’s board along with Bruce Chizen, former CEO of Adobe Systems.
 Led by Andreas Jacobi, CEO, and Jonathan Wilner, formerly VP of Product & Strategy at Telstra’s Ooyala, who has just joined as Chief Marketing Officer, Make.TV provides Live Video Cloud, which enables broadcasters, content rights holders and online publishers to acquire and curate user-generated and professionally produced live video from any source including mobile devices and social platforms.
 Customers use the platform to curate content from unlimited live and near-live video sources in real-time. Publishers of all types monitor incoming live feeds, and communicate with their contributors via intercom or chat, while routing and delivering programming to their audiences anywhere, through any broadcast channel, social or OTT network. Media and technology companies such as eSports broadcaster ESL, BAMTech/MLB, Viacom, FOX Sports Brasil, RTL2, SWR and BR, and Swiss public broadcaster SRF are among the customers utilizing Live Video Cloud.
 As part of the funding, Make.TV is opening its headquarters in Seattle, WA; offices in Los Altos, CA; and expanding engineering and customer support in Cologne, Germany.","http://www.finsmes.com/2017/06/make-tv-raises-8-5m-in-funding.html
",FinsmesGermany
"Cevotec Raises €1.75m in Seed Financing
","Cevotec GmbH, a Munich, Germany-based company that develops and sells production systems and software for the automated production of complex carbon composites (carbon fiber reinforced plastics or CFRP), raised €1.75m in seed funding.
 Backers included High-Tech Gründerfonds, Bayern Kapital and three business angels from the BayStartUP network.
 The company intends to use the funds to set up a sales and marketing team.
 Founded 2015, Cevotec provides production technology for carbon composites that works with patch laminates and allows manufacturers to build complex parts in high volumes.
 A spin-off from the Institute for Carbon Composites of Technische Universtität München and supported by the EXIST research transfer program, the European Space Agency and the accelerator programs Founder.org and TechFounders / UnternehmerTUM, the company develops and sells production systems, composite design software and offers development services for prototypes and serial products.
 Cevotec is led by Thorsten Groene and Felix Michl.","http://www.finsmes.com/2016/05/cevotec-raises-e1-75m-in-seed-financing.html
",FinsmesGermany
"Exporo Closes €8M Funding Round
","Exporo, a Hamburg, Germany-based real estate fintech startup, closed an €8m funding round. 
 Backers included e.ventures, Holtzbrinck Ventures, Sunstone Capital And BPO Capital.
 The company intends to use the funds to accelerate new product development.
 Founded by Simon Brunke, Dr. Björn Maronde, Tim Bütecke and Julian Oertzen, Exporo is a crowdinvesting platform for real estate in Germany. Since 2014, the company has completed 50 projects and provided funds of more than €64m.
 Today, Exporo has 60 employees.","http://www.finsmes.com/2017/07/exporo-closes-e8m-funding-round.html
",FinsmesGermany
